index,year,month,day,bsrn,rotd,Kp0,Kp3,Kp6,Kp9,Kp12,Kp15,Kp18,Kp21,Kpsum,Ap0,Ap3,Ap6,Ap9,Ap12,Ap15,Ap18,Ap21,Apavg,Cp,C9,isn,f107_adj,Q,f107_81ctr_adj,f107_81lst_adj,f107_obs,f107_81ctr_obs,f107_81lst_obs
1987-08-03,1987,8,3,2104,9,1.0,1.3,2.0,2.0,3.0,4.7,3.0,1.3,18.3,4,5,7,7,15,39,15,5,12,0.7,3,39,87.1,0,89.5,85.9,84.6,87.1,83.3
1987-08-04,1987,8,4,2104,10,1.3,2.0,1.3,1.3,1.3,2.0,2.3,2.7,14.3,5,7,5,5,5,7,9,12,7,0.3,1,33,84.0,0,89.5,85.7,81.6,87.2,83.2
1987-08-05,1987,8,5,2104,11,3.3,3.3,3.3,3.0,2.3,2.3,2.3,1.7,21.7,18,18,18,15,9,9,9,6,13,0.7,3,31,81.6,0,89.5,85.5,79.3,87.2,83.0
1987-08-06,1987,8,6,2104,12,1.0,2.0,2.3,2.0,2.0,3.0,2.0,1.0,15.3,4,7,9,7,7,15,7,4,8,0.4,2,32,85.2,0,89.5,85.4,82.8,87.2,82.8
1987-08-07,1987,8,7,2104,13,2.3,1.0,0.7,1.0,1.0,1.0,1.0,0.7,8.7,9,4,3,4,4,4,4,3,4,0.2,1,38,89.5,1,89.6,85.3,87.1,87.3,82.7
1987-08-08,1987,8,8,2104,14,1.3,1.7,2.0,1.7,2.0,2.0,2.7,4.3,17.7,5,6,7,6,7,7,12,32,10,0.6,3,45,93.8,0,89.6,85.2,91.3,87.4,82.6
1987-08-09,1987,8,9,2104,15,3.0,2.3,2.7,1.3,2.7,1.3,1.7,1.0,16.0,15,9,12,5,12,5,6,4,8,0.5,2,39,94.8,0,89.7,85.1,92.3,87.5,82.6
1987-08-10,1987,8,10,2104,16,1.0,1.0,1.0,1.0,1.0,1.3,1.3,1.3,9.0,4,4,4,4,4,5,5,5,4,0.2,1,47,94.0,0,89.8,85.1,91.5,87.6,82.5
1987-08-11,1987,8,11,2104,17,1.7,1.3,0.7,0.3,1.7,2.3,3.0,2.3,13.3,6,5,3,2,6,9,15,9,7,0.3,1,56,99.8,1,89.9,85.1,97.2,87.7,82.5
1987-08-12,1987,8,12,2104,18,3.3,2.7,2.3,2.0,3.0,3.7,3.3,4.0,24.3,18,12,9,7,15,22,18,27,16,0.9,4,48,100.0,0,90.0,85.1,97.4,87.9,82.6
1987-08-13,1987,8,13,2104,19,3.3,3.0,5.7,4.3,2.7,2.3,3.0,3.3,27.7,18,15,67,32,12,9,15,18,23,1.1,5,47,101.8,1,90.1,85.2,99.2,88.0,82.6
1987-08-14,1987,8,14,2104,20,3.3,4.0,2.3,2.7,2.7,2.7,3.3,3.3,24.3,18,27,9,12,12,12,18,18,16,0.9,4,49,102.4,0,90.2,85.2,99.8,88.1,82.7
1987-08-15,1987,8,15,2104,21,2.3,3.0,4.0,3.7,3.7,2.3,3.3,4.3,26.7,9,15,27,22,22,9,18,32,19,1.0,5,49,101.3,0,90.3,85.3,98.8,88.2,82.8
1987-08-16,1987,8,16,2104,22,3.3,3.3,3.0,3.0,2.3,1.7,2.3,2.0,21.0,18,18,15,15,9,6,9,7,12,0.7,3,55,102.7,0,90.3,85.5,100.2,88.3,83.0
1987-08-17,1987,8,17,2104,23,2.3,2.3,2.0,2.0,3.0,4.0,2.3,2.0,20.0,9,9,7,7,15,27,9,7,11,0.6,3,46,101.2,0,90.4,85.7,98.8,88.3,83.2
1987-08-18,1987,8,18,2104,24,1.7,2.7,1.7,1.3,1.3,1.7,1.3,1.7,13.3,6,12,6,5,5,6,5,6,6,0.3,1,43,100.4,0,90.4,86.0,98.0,88.4,83.4
1987-08-19,1987,8,19,2104,25,1.3,2.7,2.7,1.3,2.7,2.3,1.3,2.3,16.7,5,12,12,5,12,9,5,9,9,0.5,2,45,99.0,0,90.5,86.2,96.7,88.5,83.7
1987-08-20,1987,8,20,2104,26,2.3,2.0,2.0,2.7,2.3,2.0,2.3,1.3,17.0,9,7,7,12,9,7,9,5,8,0.4,2,51,101.2,0,90.6,86.5,98.9,88.6,84.0
1987-08-21,1987,8,21,2104,27,2.7,1.3,1.7,1.0,0.7,1.3,1.3,0.3,10.3,12,5,6,4,3,5,5,2,5,0.2,1,48,96.6,0,90.6,86.8,94.4,88.7,84.2
1987-08-22,1987,8,22,2105,1,1.0,1.0,1.0,2.3,1.3,2.3,2.7,1.7,13.3,4,4,4,9,5,9,12,6,7,0.3,1,34,94.4,1,90.8,87.0,92.3,88.9,84.4
1987-08-23,1987,8,23,2105,2,2.0,2.0,2.7,1.7,2.7,3.0,2.7,2.7,19.3,7,7,12,6,12,15,12,12,10,0.6,3,39,91.8,0,90.9,87.2,89.8,89.0,84.6
1987-08-24,1987,8,24,2105,3,2.0,2.0,0.7,3.7,3.7,2.3,2.3,2.3,19.0,7,7,3,22,22,9,9,9,11,0.6,3,35,89.6,0,91.0,87.3,87.7,89.2,84.7
1987-08-25,1987,8,25,2105,4,2.7,1.7,3.7,4.7,6.0,5.3,5.3,4.7,34.0,12,6,22,39,80,56,56,39,39,1.4,6,35,89.9,0,91.1,87.5,88.0,89.3,84.9
1987-08-26,1987,8,26,2105,5,5.7,6.0,4.7,4.7,4.3,3.7,4.0,3.0,36.0,67,80,39,39,32,22,27,15,40,1.5,7,34,87.3,0,91.2,87.6,85.5,89.5,85.1
1987-08-27,1987,8,27,2105,6,3.0,2.7,3.3,3.7,4.3,4.7,4.0,1.7,27.3,15,12,18,22,32,39,27,6,21,1.1,5,24,85.1,0,91.3,87.7,83.4,89.6,85.2
1987-08-28,1987,8,28,2105,7,2.3,2.7,1.0,1.7,2.7,2.7,4.0,4.7,21.7,9,12,4,6,12,12,27,39,15,0.9,4,23,81.3,0,91.4,87.8,79.7,89.7,85.2
1987-08-29,1987,8,29,2105,8,3.7,1.0,1.3,3.0,1.3,3.3,3.3,2.7,19.7,22,4,5,15,5,18,18,12,12,0.7,3,11,79.9,0,91.6,87.8,78.4,89.9,85.3
1987-08-30,1987,8,30,2105,9,2.3,2.7,4.7,2.0,1.7,3.0,3.0,2.7,22.0,9,12,39,7,6,15,15,12,14,0.8,4,10,78.5,0,91.5,87.8,77.0,89.9,85.3
1987-08-31,1987,8,31,2105,10,3.3,3.7,5.7,2.7,5.7,5.3,3.3,3.0,32.7,18,22,67,12,67,56,18,15,34,1.4,6,20,83.2,0,91.6,87.9,81.7,90.0,85.3
1987-09-01,1987,9,1,2105,11,4.7,5.3,4.3,3.3,4.7,4.3,3.3,4.7,34.7,39,56,32,18,39,32,18,39,34,1.3,6,33,85.3,1,91.6,87.9,83.8,90.1,85.4
1987-09-02,1987,9,2,2105,12,3.7,3.7,3.0,2.0,2.0,2.3,2.3,1.3,20.3,22,22,15,7,7,9,9,5,12,0.7,3,38,85.5,0,91.4,87.9,84.0,89.9,85.5
1987-09-03,1987,9,3,2105,13,0.3,1.3,2.0,1.3,1.0,0.7,0.0,0.7,7.3,2,5,7,5,4,3,0,3,4,0.1,0,37,87.5,0,91.3,88.0,86.0,89.9,85.6
1987-09-04,1987,9,4,2105,14,1.7,2.3,0.7,1.3,2.0,2.0,1.7,2.3,14.0,6,9,3,5,7,7,6,9,6,0.3,1,38,89.6,0,91.3,88.1,88.2,89.9,85.7
1987-09-05,1987,9,5,2105,15,2.0,2.0,2.0,2.3,1.7,1.0,1.3,1.7,14.0,7,7,7,9,6,4,5,6,6,0.3,1,39,93.5,1,91.4,88.3,92.0,90.1,85.8
1987-09-06,1987,9,6,2105,16,2.3,1.7,2.0,3.0,2.0,2.3,3.0,1.7,18.0,9,6,7,15,7,9,15,6,9,0.5,2,44,95.6,1,91.4,88.5,94.1,90.2,86.0
1987-09-07,1987,9,7,2105,17,0.7,1.7,2.3,2.7,3.7,2.7,1.0,3.3,18.0,3,6,9,12,22,12,4,18,11,0.6,3,56,99.5,1,91.5,88.7,98.0,90.3,86.2
1987-09-08,1987,9,8,2105,18,3.3,2.3,2.3,2.7,2.3,2.3,1.3,2.0,18.7,18,9,9,12,9,9,5,7,10,0.5,2,67,101.9,0,91.6,88.9,100.5,90.4,86.5
1987-09-09,1987,9,9,2105,19,2.0,2.3,4.0,2.7,1.7,1.0,1.7,1.7,17.0,7,9,27,12,6,4,6,6,10,0.5,2,64,100.9,0,91.7,89.2,99.5,90.6,86.8
1987-09-10,1987,9,10,2105,20,2.0,1.0,1.0,3.7,6.3,6.0,4.0,5.7,29.7,7,4,4,22,94,80,27,67,38,1.4,6,59,97.8,0,91.7,89.3,96.5,90.6,87.0
1987-09-11,1987,9,11,2105,21,5.3,4.0,4.3,5.3,3.7,4.7,5.0,4.7,37.0,56,27,32,56,22,39,48,39,40,1.4,6,58,95.4,0,91.7,89.4,94.2,90.7,87.1
1987-09-12,1987,9,12,2105,22,2.3,3.7,4.0,3.0,3.3,3.7,4.3,4.0,28.3,9,22,27,15,18,22,32,27,22,1.1,5,44,91.1,0,91.7,89.5,90.0,90.7,87.1
1987-09-13,1987,9,13,2105,23,4.0,3.7,2.0,2.3,4.0,5.0,2.0,4.7,27.7,27,22,7,9,27,48,7,39,23,1.1,5,25,89.7,0,91.7,89.5,88.7,90.7,87.2
1987-09-14,1987,9,14,2105,24,5.0,4.7,3.7,3.7,3.3,2.7,4.3,3.0,30.3,48,39,22,22,18,12,32,15,26,1.2,6,18,86.8,0,91.7,89.5,85.8,90.8,87.2
1987-09-15,1987,9,15,2105,25,4.0,3.7,4.3,3.7,3.3,4.3,4.3,5.0,32.7,27,22,32,22,18,32,32,48,29,1.3,6,21,85.0,0,91.9,89.5,84.1,91.0,87.2
1987-09-16,1987,9,16,2105,26,4.7,2.7,3.3,3.7,3.0,3.0,3.0,3.0,26.3,39,12,18,22,15,15,15,15,19,1.0,5,14,83.5,0,92.0,89.6,82.7,91.2,87.3
1987-09-17,1987,9,17,2105,27,2.3,3.7,3.0,3.0,3.0,3.3,3.7,3.7,25.7,9,22,15,15,15,18,22,22,17,0.9,4,25,84.0,0,92.2,89.6,83.2,91.4,87.4
1987-09-18,1987,9,18,2106,1,2.3,2.0,2.3,2.3,1.3,2.0,1.7,2.0,16.0,9,7,9,9,5,7,6,7,7,0.4,2,32,82.4,0,92.4,89.7,81.7,91.6,87.5
1987-09-19,1987,9,19,2106,2,1.7,0.3,0.7,2.0,1.0,0.7,0.3,0.0,6.7,6,2,3,7,4,3,2,0,3,0.1,0,35,82.7,0,92.5,89.8,82.0,91.8,87.6
1987-09-20,1987,9,20,2106,3,1.0,2.0,0.7,1.3,2.3,3.7,4.3,2.3,17.7,4,7,3,5,9,22,32,9,11,0.7,3,38,84.9,0,92.6,89.9,84.2,91.9,87.7
1987-09-21,1987,9,21,2106,4,2.3,3.0,2.3,2.7,3.7,1.7,1.3,1.3,18.3,9,15,9,12,22,6,5,5,10,0.6,3,32,83.0,0,92.6,90.0,82.4,92.0,87.9
1987-09-22,1987,9,22,2106,5,3.7,3.7,2.7,2.0,1.7,4.7,4.3,6.3,29.0,22,22,12,7,6,39,32,94,29,1.3,6,23,81.3,0,92.5,90.1,80.7,92.0,88.0
1987-09-23,1987,9,23,2106,6,5.7,3.7,3.3,2.0,2.0,1.7,1.3,0.7,20.3,67,22,18,7,7,6,5,3,17,0.9,4,26,80.4,0,92.6,90.2,79.9,92.1,88.1
1987-09-24,1987,9,24,2106,7,3.7,4.3,2.7,2.3,2.0,2.0,2.7,2.3,22.0,22,32,12,9,7,7,12,9,14,0.8,4,25,80.3,0,92.5,90.3,79.8,92.1,88.2
1987-09-25,1987,9,25,2106,8,2.7,3.7,4.3,4.7,5.3,6.0,5.3,5.7,37.7,12,22,32,39,56,80,56,67,46,1.5,7,11,77.9,0,92.5,90.3,77.5,92.2,88.3
1987-09-26,1987,9,26,2106,9,3.0,4.7,4.3,3.7,3.0,2.7,3.3,1.7,26.3,15,39,32,22,15,12,18,6,20,1.0,5,10,76.4,0,92.5,90.4,76.1,92.2,88.3
1987-09-27,1987,9,27,2106,10,3.0,2.0,1.7,2.7,2.3,2.0,3.3,2.7,19.7,15,7,6,12,9,7,18,12,11,0.6,3,19,80.2,0,92.4,90.4,79.9,92.1,88.4
1987-09-28,1987,9,28,2106,11,5.0,2.7,2.3,4.3,4.0,2.7,3.3,3.3,27.7,48,12,9,32,27,12,18,18,22,1.1,5,22,82.3,0,92.3,90.5,82.0,92.1,88.5
1987-09-29,1987,9,29,2106,12,3.7,3.7,2.7,3.0,5.3,5.3,4.3,3.7,31.7,22,22,12,15,56,56,32,22,30,1.3,6,26,83.5,0,92.3,90.6,83.3,92.1,88.6
1987-09-30,1987,9,30,2106,13,5.0,6.0,5.0,4.3,4.0,5.7,4.0,2.7,36.7,48,80,48,32,27,67,27,12,43,1.5,7,26,81.9,0,92.1,90.6,81.7,92.0,88.7
1987-10-01,1987,10,1,2106,14,3.7,2.3,3.0,2.3,2.0,3.0,3.0,2.3,21.7,22,9,15,9,7,15,15,9,13,0.7,3,34,84.2,0,92.0,90.8,84.1,92.0,88.9
1987-10-02,1987,10,2,2106,15,3.0,2.0,2.3,3.7,2.0,0.7,1.3,0.3,15.3,15,7,9,22,7,3,5,2,9,0.5,2,26,84.8,0,92.0,90.9,84.7,92.0,89.0
1987-10-03,1987,10,3,2106,16,0.3,2.3,4.3,4.7,6.0,5.0,5.3,3.7,31.7,2,9,32,39,80,48,56,22,36,1.4,6,37,85.6,1,92.0,91.0,85.6,92.0,89.2
1987-10-04,1987,10,4,2106,17,3.0,3.0,2.7,3.7,4.0,2.3,1.0,1.0,20.7,15,15,12,22,27,9,4,4,14,0.8,4,58,89.2,0,92.1,91.1,89.2,92.1,89.3
1987-10-05,1987,10,5,2106,18,1.0,2.0,1.3,2.3,1.7,1.3,1.0,1.3,12.0,4,7,5,9,6,5,4,5,6,0.3,1,48,90.1,0,92.1,91.2,90.2,92.2,89.5
1987-10-06,1987,10,6,2106,19,1.0,1.3,1.3,1.3,0.7,1.0,2.0,2.0,10.7,4,5,5,5,3,4,7,7,5,0.2,1,48,89.5,0,92.2,91.3,89.6,92.3,89.6
1987-10-07,1987,10,7,2106,20,0.3,1.3,1.7,2.3,4.0,1.7,1.0,1.3,13.7,2,5,6,9,27,6,4,5,8,0.4,2,39,90.9,0,92.3,91.4,91.1,92.5,89.7
1987-10-08,1987,10,8,2106,21,3.0,2.0,2.0,3.0,2.0,1.3,2.0,0.7,16.0,15,7,7,15,7,5,7,3,8,0.4,2,55,95.0,0,92.5,91.6,95.2,92.8,89.9
1987-10-09,1987,10,9,2106,22,0.3,0.7,0.7,0.3,0.0,0.0,1.7,2.0,5.7,2,3,3,2,0,0,6,7,3,0.1,0,50,92.7,0,92.7,91.5,93.0,93.0,89.9
1987-10-10,1987,10,10,2106,23,3.0,2.7,1.3,0.7,1.0,1.3,2.0,1.3,13.3,15,12,5,3,4,5,7,5,7,0.4,2,51,101.1,0,93.1,91.6,101.5,93.4,90.0
1987-10-11,1987,10,11,2106,24,2.7,3.0,4.0,3.0,3.7,5.7,5.0,3.7,30.7,12,15,27,15,22,67,48,22,28,1.2,6,63,100.8,1,93.4,91.6,101.2,93.9,90.1
1987-10-12,1987,10,12,2106,25,2.0,2.0,1.0,0.7,2.7,3.0,2.0,2.3,15.7,7,7,4,3,12,15,7,9,8,0.4,2,53,102.2,0,93.8,91.4,102.7,94.3,89.9
1987-10-13,1987,10,13,2106,26,3.0,3.0,3.0,3.0,4.0,4.3,4.7,4.3,29.3,15,15,15,15,27,32,39,32,24,1.1,5,74,105.5,0,94.2,91.3,106.1,94.7,89.9
1987-10-14,1987,10,14,2106,27,4.3,4.0,4.3,4.0,3.7,5.7,4.3,2.7,33.0,32,27,32,27,22,67,32,12,31,1.3,6,92,113.3,1,94.5,91.3,114.0,95.1,89.9
1987-10-15,1987,10,15,2107,1,3.0,4.7,4.3,4.7,3.7,4.3,3.7,2.3,30.7,15,39,32,39,22,32,22,9,26,1.2,6,101,117.8,0,94.8,91.4,118.5,95.4,90.1
1987-10-16,1987,10,16,2107,2,2.3,3.3,3.7,2.3,2.7,3.3,2.3,1.7,21.7,9,18,22,9,12,18,9,6,13,0.7,3,101,111.1,0,94.9,91.4,111.9,95.6,90.2
1987-10-17,1987,10,17,2107,3,2.3,1.3,2.0,4.0,4.7,3.7,3.3,3.0,24.3,9,5,7,27,39,22,18,15,18,1.0,5,91,106.0,0,95.0,91.5,106.8,95.7,90.3
1987-10-18,1987,10,18,2107,4,2.0,1.3,1.3,2.0,1.7,1.3,0.7,0.3,10.7,7,5,5,7,6,5,3,2,5,0.2,1,86,106.5,0,94.9,91.6,107.4,95.7,90.4
1987-10-19,1987,10,19,2107,5,1.3,1.3,0.7,2.0,2.7,2.3,1.3,1.3,13.0,5,5,3,7,12,9,5,5,6,0.3,1,82,100.4,0,94.8,91.7,101.3,95.7,90.6
1987-10-20,1987,10,20,2107,6,1.0,1.0,1.0,1.0,1.3,2.0,2.3,4.0,13.7,4,4,4,4,5,7,9,27,8,0.4,2,79,95.6,0,94.7,91.7,96.5,95.6,90.6
1987-10-21,1987,10,21,2107,7,3.3,3.0,1.7,2.3,2.0,3.3,4.0,2.0,21.7,18,15,6,9,7,18,27,7,13,0.8,4,61,89.3,0,94.6,91.7,90.2,95.5,90.7
1987-10-22,1987,10,22,2107,8,1.0,1.3,1.0,1.0,1.0,1.0,2.0,2.3,10.7,4,5,4,4,4,4,7,9,5,0.2,1,50,88.2,0,94.5,91.7,89.1,95.5,90.7
1987-10-23,1987,10,23,2107,9,3.7,3.3,2.0,2.3,2.0,3.3,1.0,0.7,18.3,22,18,7,9,7,18,4,3,11,0.6,3,33,87.0,0,94.4,91.7,87.9,95.5,90.7
1987-10-24,1987,10,24,2107,10,2.3,2.0,2.3,3.3,2.0,2.3,5.3,4.7,24.3,9,7,9,18,7,9,56,39,19,1.0,5,22,87.1,0,94.4,91.7,88.1,95.5,90.8
1987-10-25,1987,10,25,2107,11,4.7,5.3,5.0,4.3,3.7,2.0,2.3,3.0,30.3,39,56,48,32,22,7,9,15,28,1.2,6,29,92.3,0,94.4,91.9,93.4,95.5,91.0
1987-10-26,1987,10,26,2107,12,1.3,2.7,3.0,3.3,3.0,3.0,1.0,1.7,19.0,5,12,15,18,15,15,4,6,11,0.6,3,40,96.9,0,94.4,92.0,98.1,95.6,91.2
1987-10-27,1987,10,27,2107,13,4.3,3.3,4.7,4.0,4.3,4.7,4.7,5.3,35.3,32,18,39,27,32,39,39,56,35,1.4,6,70,105.9,0,94.4,92.2,107.3,95.6,91.4
1987-10-28,1987,10,28,2107,14,5.7,5.0,5.0,5.3,4.3,5.0,4.7,3.3,38.3,67,48,48,56,32,48,39,18,44,1.5,7,79,106.2,0,94.4,92.4,107.7,95.7,91.6
1987-10-29,1987,10,29,2107,15,4.0,3.7,3.3,3.3,3.7,3.0,3.0,3.0,27.0,27,22,18,18,22,15,15,15,19,1.0,5,78,102.7,0,94.5,92.5,104.2,95.8,91.8
1987-10-30,1987,10,30,2107,16,2.3,3.3,3.3,3.7,2.3,1.3,2.7,2.3,21.3,9,18,18,22,9,5,12,9,13,0.7,3,85,104.2,0,94.6,92.6,105.7,96.0,91.9
1987-10-31,1987,10,31,2107,17,1.3,2.7,2.7,2.7,2.3,2.7,3.3,2.0,19.7,5,12,12,12,9,12,18,7,11,0.6,3,78,97.8,0,94.7,92.6,99.3,96.1,92.0
1987-11-01,1987,11,1,2107,18,2.7,3.0,1.7,2.0,1.7,2.0,1.0,0.3,14.3,12,15,6,7,6,7,4,2,7,0.4,2,56,99.1,0,94.8,92.5,100.7,96.2,92.0
1987-11-02,1987,11,2,2107,19,2.0,2.3,3.0,2.0,2.7,4.3,5.3,5.0,26.7,7,9,15,7,12,32,56,48,23,1.1,5,57,105.0,0,94.9,92.6,106.7,96.4,92.1
1987-11-03,1987,11,3,2107,20,4.3,3.0,2.0,2.7,3.7,4.7,5.3,4.3,30.0,32,15,7,12,22,39,56,32,27,1.2,6,57,98.0,0,95.0,92.5,99.7,96.5,92.1
1987-11-04,1987,11,4,2107,21,3.3,2.7,2.0,1.3,2.7,0.7,2.0,2.3,17.0,18,12,7,5,12,3,7,9,9,0.5,2,46,101.1,1,95.2,92.5,102.9,96.7,92.2
1987-11-05,1987,11,5,2107,22,1.3,1.0,2.0,2.7,1.7,2.7,2.7,3.7,17.7,5,4,7,12,6,12,12,22,10,0.6,3,47,99.2,0,95.4,92.5,101.0,96.9,92.2
1987-11-06,1987,11,6,2107,23,2.3,3.3,1.7,2.3,2.7,1.7,2.3,1.7,18.0,9,18,6,9,12,6,9,6,9,0.5,2,27,94.9,0,95.6,92.4,96.6,97.2,92.1
1987-11-07,1987,11,7,2107,24,1.3,3.0,1.7,1.0,0.7,1.0,0.3,0.7,9.7,5,15,6,4,3,4,2,3,5,0.2,1,31,94.4,0,95.7,92.3,96.2,97.4,92.1
1987-11-08,1987,11,8,2107,25,1.0,1.3,1.7,1.0,2.0,0.7,0.7,0.3,8.7,4,5,6,4,7,3,3,2,4,0.1,0,43,92.7,0,95.8,92.3,94.5,97.5,92.1
1987-11-09,1987,11,9,2107,26,0.3,0.3,1.7,2.0,2.3,2.0,2.3,4.7,15.7,2,2,6,7,9,7,9,39,10,0.6,3,42,90.3,0,95.9,92.1,92.1,97.6,92.0
1987-11-10,1987,11,10,2107,27,3.7,3.0,2.3,3.0,2.3,1.0,1.0,2.0,18.3,22,15,9,15,9,4,4,7,11,0.6,3,30,89.2,0,95.9,92.0,91.0,97.7,92.0
1987-11-11,1987,11,11,2108,1,2.3,3.3,3.3,3.0,2.0,2.0,2.7,3.7,22.3,9,18,18,15,7,7,12,22,14,0.8,4,28,92.6,0,96.0,92.0,94.5,97.8,92.0
1987-11-12,1987,11,12,2108,2,5.0,2.7,3.3,3.0,2.0,2.0,4.0,4.0,26.0,48,12,18,15,7,7,27,27,20,1.0,5,25,92.6,0,96.1,92.0,94.6,97.9,92.0
1987-11-13,1987,11,13,2108,3,4.3,3.7,3.7,3.7,4.7,4.7,3.0,3.7,31.3,32,22,22,22,39,39,15,22,27,1.2,6,18,92.9,0,96.1,92.1,94.9,98.0,92.1
1987-11-14,1987,11,14,2108,4,4.0,4.3,3.0,3.7,3.3,4.0,3.0,3.3,28.7,27,32,15,22,18,27,15,18,22,1.1,5,23,92.3,0,96.1,92.1,94.3,98.0,92.2
1987-11-15,1987,11,15,2108,5,3.3,2.7,3.0,3.0,2.3,2.7,3.0,2.7,22.7,18,12,15,15,9,12,15,12,14,0.8,4,22,93.7,0,96.2,92.2,95.8,98.1,92.3
1987-11-16,1987,11,16,2108,6,3.0,3.0,1.7,1.3,1.0,2.3,1.0,1.0,14.3,15,15,6,5,4,9,4,4,8,0.4,2,33,95.0,0,96.3,92.3,97.2,98.3,92.5
1987-11-17,1987,11,17,2108,7,1.7,0.7,0.3,0.3,0.3,0.3,0.3,0.3,4.3,6,3,2,2,2,2,2,2,3,0.0,0,46,96.8,0,96.4,92.5,99.1,98.4,92.8
1987-11-18,1987,11,18,2108,8,1.0,2.0,1.3,0.3,1.3,1.0,1.3,2.3,10.7,4,7,5,2,5,4,5,9,5,0.2,1,48,100.0,0,96.5,92.7,102.4,98.6,93.0
1987-11-19,1987,11,19,2108,9,2.0,3.3,3.3,3.0,2.7,3.0,2.0,1.3,20.7,7,18,18,15,12,15,7,5,12,0.7,3,51,106.6,0,96.6,93.1,109.2,98.7,93.4
1987-11-20,1987,11,20,2108,10,2.3,3.0,3.7,2.0,1.7,2.3,2.3,2.0,19.3,9,15,22,7,6,9,9,7,10,0.6,3,49,112.2,0,96.6,93.4,115.0,98.7,93.9
1987-11-21,1987,11,21,2108,11,2.0,2.7,2.3,2.0,1.3,0.3,1.3,0.3,12.3,7,12,9,7,5,2,5,2,6,0.3,1,51,115.3,0,96.6,93.8,118.2,98.8,94.3
1987-11-22,1987,11,22,2108,12,2.0,2.7,2.0,2.0,1.3,1.3,1.7,1.7,14.7,7,12,7,7,5,5,6,6,7,0.3,1,70,117.8,0,96.5,94.2,120.8,98.8,94.7
1987-11-23,1987,11,23,2108,13,2.3,3.0,5.3,5.0,5.0,3.3,5.3,4.3,33.7,9,15,56,48,48,18,56,32,35,1.4,6,83,115.1,0,96.4,94.5,118.1,98.7,95.1
1987-11-24,1987,11,24,2108,14,4.0,3.7,3.7,4.7,4.3,3.3,2.7,3.3,29.7,27,22,22,39,32,18,12,18,24,1.1,5,56,109.4,0,96.2,94.8,112.3,98.5,95.4
1987-11-25,1987,11,25,2108,15,2.3,3.0,3.3,2.0,3.7,3.0,2.0,2.0,21.3,9,15,18,7,22,15,7,7,12,0.7,3,42,104.9,0,96.0,94.9,107.7,98.3,95.6
1987-11-26,1987,11,26,2108,16,3.0,3.7,2.7,2.7,3.3,4.0,2.3,3.3,25.0,15,22,12,12,18,27,9,18,17,0.9,4,47,101.3,0,95.8,95.0,104.1,98.2,95.7
1987-11-27,1987,11,27,2108,17,3.3,3.3,4.7,3.7,3.7,4.0,2.3,2.3,27.3,18,18,39,22,22,27,9,9,20,1.0,5,21,94.9,0,95.8,94.9,97.5,98.2,95.7
1987-11-28,1987,11,28,2108,18,2.0,2.3,2.0,3.3,2.0,2.3,2.0,1.7,17.7,7,9,7,18,7,9,7,6,9,0.5,2,11,92.3,0,95.7,94.8,94.9,98.2,95.7
1987-11-29,1987,11,29,2108,19,1.7,1.0,0.0,1.0,0.3,0.7,0.3,0.0,5.0,6,4,0,4,2,3,2,0,3,0.0,0,20,90.7,0,95.8,94.7,93.3,98.3,95.6
1987-11-30,1987,11,30,2108,20,0.0,0.0,0.0,1.0,0.7,1.3,2.0,1.3,6.3,0,0,0,4,3,5,7,5,3,0.1,0,16,89.1,0,95.9,94.6,91.6,98.4,95.5
1987-12-01,1987,12,1,2108,21,1.3,1.7,0.7,1.7,1.0,1.3,1.3,0.7,9.7,5,6,3,6,4,5,5,3,5,0.2,1,17,87.6,0,96.0,94.5,90.1,98.5,95.5
1987-12-02,1987,12,2,2108,22,2.0,1.3,0.7,0.3,1.0,1.7,1.0,0.7,8.7,7,5,3,2,4,6,4,3,4,0.1,0,16,86.5,0,96.2,94.4,89.0,98.7,95.5
1987-12-03,1987,12,3,2108,23,2.7,3.7,2.7,2.0,1.7,3.7,1.7,2.3,20.3,12,22,12,7,6,22,6,9,12,0.7,3,16,85.8,0,96.4,94.4,88.3,99.0,95.5
1987-12-04,1987,12,4,2108,24,1.7,1.0,1.0,0.3,1.0,2.3,3.0,4.3,14.7,6,4,4,2,4,9,15,32,10,0.5,2,15,85.1,0,96.7,94.4,87.6,99.3,95.5
1987-12-05,1987,12,5,2108,25,4.0,3.7,4.3,3.3,2.0,2.7,3.0,1.3,24.3,27,22,32,18,7,12,15,5,17,0.9,4,19,86.8,0,96.9,94.4,89.4,99.6,95.6
1987-12-06,1987,12,6,2108,26,1.0,2.7,1.7,1.0,2.0,2.3,2.3,3.0,16.0,4,12,6,4,7,9,9,15,8,0.4,2,24,85.7,0,97.1,94.4,88.3,99.8,95.6
1987-12-07,1987,12,7,2108,27,2.0,1.3,1.3,0.7,1.3,1.0,1.3,0.3,9.3,7,5,5,3,5,4,5,2,4,0.2,1,34,85.3,0,97.3,94.4,87.9,100.1,95.7
1987-12-08,1987,12,8,2109,1,0.3,0.0,0.0,0.3,0.3,0.0,0.3,0.7,2.0,2,0,0,2,2,0,2,3,1,0.0,0,36,88.7,0,97.5,94.5,91.4,100.2,95.8
1987-12-09,1987,12,9,2109,2,0.7,0.3,0.3,0.7,0.3,0.3,2.7,3.7,9.0,3,2,2,3,2,2,12,22,6,0.3,1,41,91.2,0,97.6,94.6,94.0,100.4,96.0
